LTER_site,local_site,year,date,block,plot,code,snow,N,temp,JGS_code,USDA_code,USDA_name,growth_habit,hits
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,1,16,PXX,P,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,1,16,PXX,P,X,X,litter,2LTR,Litter,NA,11
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,1,16,PXX,P,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,15
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,ARTSCO,ARSC,Artemisia scopulorum,forb,9
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,bare,2BARE,Bare Ground,NA,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,BISBIS,POBI6,Polygonum bistortoides,forb,6
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,9
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,60
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,GENALG,GEAL2,Gentiana algida,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,litter,2LTR,Litter,NA,4
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,MERLAN,MELA3,Mertensia lanceolata,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,17,XNX,X,N,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,ARTSCO,ARSC,Artemisia scopulorum,forb,12
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,bare,2BARE,Bare Ground,NA,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,BISBIS,POBI6,Polygonum bistortoides,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,CALLEP,CALE4,Caltha leptosepala,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,49
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,20
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,litter,2LTR,Litter,NA,8
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,18,XXW,X,X,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,4
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,65
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,17
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,litter,2LTR,Litter,NA,5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,MERLAN,MELA3,Mertensia lanceolata,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,19,XNW,X,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,ARTSCO,ARSC,Artemisia scopulorum,forb,6
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,BISBIS,POBI6,Polygonum bistortoides,forb,8
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,CALLEP,CALE4,Caltha leptosepala,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,10
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,48
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,GENALG,GEAL2,Gentiana algida,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,15
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,litter,2LTR,Litter,NA,6
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,MERLAN,MELA3,Mertensia lanceolata,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,20,XNX,X,N,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,ARTSCO,ARSC,Artemisia scopulorum,forb,25
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,bare,2BARE,Bare Ground,NA,7
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,BISBIS,POBI6,Polygonum bistortoides,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,CASOCC,CAOC4,Castilleja occidentalis,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,33
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,ERISIM,ERSI3,Erigeron simplex,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,GENALG,GEAL2,Gentiana algida,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,6
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,litter,2LTR,Litter,NA,14
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,POTDIV,PODI2,Potentilla diversifolia,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,7/30/2010,2,21,XXW,X,X,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,8
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,bare,2BARE,Bare Ground,NA,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,9
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,51
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,GENALG,GEAL2,Gentiana algida,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,12
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,litter,2LTR,Litter,NA,6
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,POTDIV,PODI2,Potentilla diversifolia,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,22,XXX,X,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,CALLEP,CALE4,Caltha leptosepala,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,7
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,59
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,GENALG,GEAL2,Gentiana algida,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,14
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,litter,2LTR,Litter,NA,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,MERLAN,MELA3,Mertensia lanceolata,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,POTDIV,PODI2,Potentilla diversifolia,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,RHOINT,RHIN11,Rhodiola integrifolia,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,23,XNW,X,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,17
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,bare,2BARE,Bare Ground,NA,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,BISVIV,POVI3,Polygonum viviparum,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,CALLEP,CALE4,Caltha leptosepala,forb,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,CASOCC,CAOC4,Castilleja occidentalis,forb,7
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,30
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,ERISIM,ERSI3,Erigeron simplex,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,GENALG,GEAL2,Gentiana algida,forb,9
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,12
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,litter,2LTR,Litter,NA,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,MERLAN,MELA3,Mertensia lanceolata,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/3/2010,2,24,XXX,X,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,ARTSCO,ARSC,Artemisia scopulorum,forb,7
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,bare,2BARE,Bare Ground,NA,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,38
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,ERISIM,ERSI3,Erigeron simplex,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,35
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,litter,2LTR,Litter,NA,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,POTDIV,PODI2,Potentilla diversifolia,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,25,PNX,P,N,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,18
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,bare,2BARE,Bare Ground,NA,12
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,CALLEP,CALE4,Caltha leptosepala,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,39
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,GENALG,GEAL2,Gentiana algida,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,15
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,litter,2LTR,Litter,NA,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,POTDIV,PODI2,Potentilla diversifolia,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,26,PXX,P,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,8
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,BISVIV,POVI3,Polygonum viviparum,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,CALLEP,CALE4,Caltha leptosepala,forb,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,9
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,56
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,GENALG,GEAL2,Gentiana algida,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,11
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,litter,2LTR,Litter,NA,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,27,PNW,P,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,ARTSCO,ARSC,Artemisia scopulorum,forb,16
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,bare,2BARE,Bare Ground,NA,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,CALLEP,CALE4,Caltha leptosepala,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,CASOCC,CAOC4,Castilleja occidentalis,forb,7
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,27
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,GENALG,GEAL2,Gentiana algida,forb,8
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,10
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,litter,2LTR,Litter,NA,10
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,moss,2MOSS,Moss,nonvascular,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,RHOINT,RHIN11,Rhodiola integrifolia,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/1/2010,2,28,PXW,P,X,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,ARTSCO,ARSC,Artemisia scopulorum,forb,21
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,bare,2BARE,Bare Ground,NA,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,BISBIS,POBI6,Polygonum bistortoides,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,BISVIV,POVI3,Polygonum viviparum,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,CALLEP,CALE4,Caltha leptosepala,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,CASOCC,CAOC4,Castilleja occidentalis,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,23
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,GENALG,GEAL2,Gentiana algida,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,18
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,litter,2LTR,Litter,NA,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,moss,2MOSS,Moss,nonvascular,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,POTDIV,PODI2,Potentilla diversifolia,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,29,PXW,P,X,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,15
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,bare,2BARE,Bare Ground,NA,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,69
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,11
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,litter,2LTR,Litter,NA,4
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,30,PNW,P,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,12
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,bare,2BARE,Bare Ground,NA,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,CALLEP,CALE4,Caltha leptosepala,forb,3
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,2
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,CASOCC,CAOC4,Castilleja occidentalis,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,45
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,ERISIM,ERSI3,Erigeron simplex,forb,1
,,,,,,,,,,,,,,
NWT,itex,2010,8/2/2010,2,31,PXX,P,X,X,GENALG,GEAL2,Gentiana algida,forb,4
,,,,,,,,,,,,,,
